customer_id,transaction_amount,transaction_type,location,device,past_fraud_history,previous_transaction_pattern,fraudulent
CUST8069,313691,Credit Card,Jaipur,iPhone 13,Yes,Large Transactions,Yes
CUST5627,170804,Debit Card,Kolkata,Vivo X70,No,Large Transactions,No
CUST6269,156673,IMPS,Chennai,Redmi Note 10,No,Normal,No
CUST6252,54839,UPI,Bangalore,iPhone 13,No,Normal,No
CUST5273,437126,Debit Card,Kolkata,OnePlus 9,Yes,Large Transactions,Yes
CUST7189,128842,UPI,Chennai,Vivo X70,Yes,Large Transactions,Yes
CUST5165,181913,IMPS,Patna,Samsung S22,Yes,High Frequency,Yes
CUST5351,436737,Credit Card,Kolkata,Samsung S22,No,High Frequency,Yes
CUST4177,347687,IMPS,Jaipur,OnePlus 9,Yes,Large Transactions,Yes
CUST7523,91189,NEFT,Delhi,Redmi Note 10,Yes,High Frequency,Yes
CUST6483,112056,Debit Card,Bangalore,Vivo X70,Yes,Normal,Yes
CUST9349,390466,RTGS,Chennai,Vivo X70,Yes,Large Transactions,Yes
CUST6098,155892,RTGS,Mumbai,Redmi Note 10,Yes,High Frequency,Yes
CUST1129,145866,NEFT,Chennai,Samsung S22,No,Normal,No
CUST5586,284221,RTGS,Jaipur,Redmi Note 10,Yes,High Frequency,Yes
CUST8988,127715,Credit Card,Bangalore,Samsung S22,Yes,High Frequency,Yes
CUST3177,92763,IMPS,Delhi,iPhone 13,No,High Frequency,No
CUST6197,434496,IMPS,Chennai,Redmi Note 10,No,High Frequency,Yes
CUST7725,65062,NEFT,Jaipur,iPhone 13,Yes,High Frequency,Yes
CUST7608,153376,RTGS,Delhi,Redmi Note 10,No,High Frequency,No
CUST3687,138130,NEFT,Mumbai,Redmi Note 10,Yes,High Frequency,Yes
CUST9129,353732,RTGS,Kolkata,Samsung S22,Yes,Large Transactions,Yes
CUST8423,104850,IMPS,Kolkata,iPhone 13,Yes,High Frequency,Yes
CUST5664,54857,IMPS,Bangalore,Vivo X70,Yes,Normal,Yes
CUST9576,31643,Credit Card,Mumbai,Vivo X70,No,Large Transactions,No
CUST4333,174148,NEFT,Jaipur,Samsung S22,No,Large Transactions,No
CUST2797,116321,NEFT,Kolkata,OnePlus 9,Yes,Normal,Yes
CUST9874,75071,Debit Card,Delhi,Redmi Note 10,Yes,Normal,Yes
CUST8360,413042,NEFT,Patna,Vivo X70,Yes,Large Transactions,Yes
CUST1785,183063,UPI,Bangalore,OnePlus 9,No,High Frequency,No
CUST9066,447851,NEFT,Delhi,OnePlus 9,No,High Frequency,Yes
CUST6674,64389,IMPS,Jaipur,Samsung S22,No,High Frequency,No
CUST9124,271619,Credit Card,Mumbai,iPhone 13,Yes,High Frequency,Yes
CUST1364,8910,Credit Card,Patna,Redmi Note 10,Yes,Large Transactions,Yes
CUST4726,442265,RTGS,Patna,OnePlus 9,Yes,Large Transactions,Yes
CUST4605,467412,IMPS,Jaipur,Redmi Note 10,No,Large Transactions,Yes
CUST4141,71018,UPI,Jaipur,iPhone 13,No,Normal,No
CUST2360,349978,Debit Card,Patna,Redmi Note 10,No,Large Transactions,Yes
CUST4745,27393,Debit Card,Jaipur,iPhone 13,No,High Frequency,No
CUST6555,331320,Debit Card,Patna,Vivo X70,Yes,High Frequency,Yes
CUST5180,371194,Debit Card,Mumbai,OnePlus 9,No,High Frequency,Yes
CUST7813,61071,UPI,Delhi,Vivo X70,No,Large Transactions,No
CUST4510,59139,NEFT,Chennai,iPhone 13,Yes,High Frequency,Yes
CUST5160,231457,NEFT,Chennai,Redmi Note 10,Yes,High Frequency,Yes
CUST6174,77517,NEFT,Bangalore,OnePlus 9,Yes,Normal,Yes
CUST6618,357794,Debit Card,Patna,Vivo X70,Yes,Large Transactions,Yes
CUST2899,424197,RTGS,Mumbai,Samsung S22,Yes,High Frequency,Yes
CUST8365,247712,IMPS,Bangalore,iPhone 13,No,High Frequency,Yes
CUST8640,463320,Credit Card,Mumbai,Samsung S22,No,Large Transactions,Yes
CUST5579,283883,NEFT,Jaipur,Redmi Note 10,No,High Frequency,Yes
CUST8011,354951,Debit Card,Kolkata,iPhone 13,No,High Frequency,Yes
CUST9160,450560,RTGS,Mumbai,Vivo X70,No,Normal,Yes
CUST5375,384065,NEFT,Mumbai,Samsung S22,No,Large Transactions,Yes
CUST4130,102005,NEFT,Kolkata,iPhone 13,Yes,Large Transactions,Yes
CUST7638,285215,Credit Card,Chennai,iPhone 13,No,Normal,Yes
CUST2744,373547,IMPS,Mumbai,Samsung S22,No,Normal,Yes
CUST8214,226680,Credit Card,Jaipur,Samsung S22,No,High Frequency,Yes
CUST3122,413204,Debit Card,Chennai,Samsung S22,Yes,Large Transactions,Yes
CUST2686,131464,NEFT,Kolkata,iPhone 13,No,Large Transactions,No
CUST2250,8858,Credit Card,Mumbai,Samsung S22,No,Large Transactions,No
CUST1180,251253,Debit Card,Jaipur,OnePlus 9,Yes,Normal,Yes
CUST3616,433556,Credit Card,Kolkata,Vivo X70,Yes,High Frequency,Yes
CUST1300,486987,NEFT,Kolkata,iPhone 13,Yes,Large Transactions,Yes
CUST4127,174318,Credit Card,Bangalore,iPhone 13,No,High Frequency,No
CUST6135,29738,Credit Card,Delhi,Samsung S22,Yes,Normal,Yes
CUST8855,89458,Debit Card,Mumbai,iPhone 13,Yes,Large Transactions,Yes
CUST7686,134557,Debit Card,Kolkata,OnePlus 9,Yes,Normal,Yes
CUST1591,370563,RTGS,Bangalore,Samsung S22,No,Large Transactions,Yes
CUST3639,218141,RTGS,Kolkata,Vivo X70,Yes,Large Transactions,Yes
CUST6186,39752,Credit Card,Bangalore,iPhone 13,No,Normal,No
CUST5770,257543,IMPS,Kolkata,Vivo X70,No,Large Transactions,Yes
CUST7448,391860,RTGS,Patna,OnePlus 9,Yes,High Frequency,Yes
CUST6107,315773,IMPS,Kolkata,OnePlus 9,No,Large Transactions,Yes
CUST8567,145104,Debit Card,Bangalore,iPhone 13,No,Normal,No
CUST6037,208020,NEFT,Bangalore,Redmi Note 10,No,Large Transactions,Yes
CUST7391,418689,Debit Card,Bangalore,Vivo X70,No,Normal,Yes
CUST8385,127470,NEFT,Chennai,Redmi Note 10,Yes,High Frequency,Yes
CUST1527,416035,NEFT,Mumbai,Samsung S22,Yes,Normal,Yes
CUST5019,55125,RTGS,Kolkata,Vivo X70,Yes,Normal,Yes
CUST5242,9378,NEFT,Chennai,Redmi Note 10,No,Normal,No
CUST5125,119948,NEFT,Patna,Vivo X70,Yes,Large Transactions,Yes
CUST6977,394837,RTGS,Jaipur,iPhone 13,Yes,High Frequency,Yes
CUST4355,492633,UPI,Patna,OnePlus 9,No,High Frequency,Yes
CUST7913,499393,Debit Card,Chennai,Samsung S22,Yes,High Frequency,Yes
CUST9795,323180,NEFT,Patna,OnePlus 9,Yes,High Frequency,Yes
CUST2400,239144,Credit Card,Chennai,OnePlus 9,Yes,Normal,Yes
CUST3169,239282,UPI,Jaipur,OnePlus 9,Yes,Large Transactions,Yes
CUST1744,211221,Credit Card,Jaipur,Samsung S22,No,Normal,Yes
CUST7218,332611,Credit Card,Patna,Redmi Note 10,Yes,High Frequency,Yes
CUST2834,329995,UPI,Delhi,Vivo X70,Yes,Normal,Yes
CUST8668,156538,UPI,Delhi,Vivo X70,No,Large Transactions,No
CUST8382,16301,Debit Card,Patna,Redmi Note 10,Yes,High Frequency,Yes
CUST2200,114532,Credit Card,Jaipur,Vivo X70,Yes,Large Transactions,Yes
CUST3545,494376,Debit Card,Kolkata,OnePlus 9,No,Normal,Yes
CUST7886,444526,Debit Card,Jaipur,OnePlus 9,No,Normal,Yes
CUST8482,163984,Credit Card,Mumbai,Vivo X70,Yes,High Frequency,Yes
CUST1264,276030,UPI,Delhi,Vivo X70,Yes,Large Transactions,Yes
CUST7377,443772,NEFT,Delhi,Vivo X70,No,Normal,Yes
CUST1393,213203,RTGS,Mumbai,OnePlus 9,Yes,Normal,Yes
CUST3106,480020,IMPS,Mumbai,iPhone 13,No,Normal,Yes
CUST8015,297544,NEFT,Patna,Redmi Note 10,No,Large Transactions,Yes
CUST6088,401049,IMPS,Bangalore,Redmi Note 10,No,Normal,Yes
CUST8926,12115,Debit Card,Jaipur,iPhone 13,No,High Frequency,No
CUST7060,160510,NEFT,Jaipur,Redmi Note 10,Yes,High Frequency,Yes
CUST7576,330982,UPI,Kolkata,iPhone 13,Yes,Normal,Yes
CUST7566,197319,RTGS,Bangalore,iPhone 13,No,Large Transactions,No
CUST6177,386973,IMPS,Chennai,iPhone 13,No,Normal,Yes
CUST7067,490762,IMPS,Chennai,Vivo X70,Yes,Normal,Yes
CUST2354,256601,Credit Card,Bangalore,Samsung S22,No,Normal,Yes
CUST1744,110943,NEFT,Patna,Samsung S22,No,High Frequency,No
CUST5064,409146,Credit Card,Patna,OnePlus 9,No,Large Transactions,Yes
CUST2735,402061,IMPS,Patna,Redmi Note 10,Yes,Large Transactions,Yes
CUST8964,43282,NEFT,Patna,Samsung S22,No,Large Transactions,No
CUST6474,189366,UPI,Kolkata,OnePlus 9,Yes,High Frequency,Yes
CUST5899,406966,Credit Card,Jaipur,Samsung S22,Yes,Normal,Yes
CUST7861,62984,Credit Card,Jaipur,Vivo X70,No,Normal,No
CUST9315,490032,RTGS,Kolkata,OnePlus 9,No,Large Transactions,Yes
CUST1813,318179,NEFT,Delhi,OnePlus 9,Yes,High Frequency,Yes
CUST8837,304767,IMPS,Patna,Redmi Note 10,No,Large Transactions,Yes
CUST9508,321237,IMPS,Chennai,Vivo X70,No,Large Transactions,Yes
CUST6116,338974,Debit Card,Jaipur,OnePlus 9,Yes,Large Transactions,Yes
CUST3503,427835,Credit Card,Patna,Vivo X70,Yes,High Frequency,Yes
CUST9115,441293,Credit Card,Delhi,Samsung S22,No,Normal,Yes
CUST8506,113567,NEFT,Patna,Redmi Note 10,Yes,High Frequency,Yes
CUST9443,499937,Credit Card,Chennai,Vivo X70,No,High Frequency,Yes
CUST8325,185371,Credit Card,Jaipur,iPhone 13,No,Normal,No
CUST7477,381821,UPI,Delhi,OnePlus 9,No,Large Transactions,Yes
CUST2850,383534,UPI,Patna,iPhone 13,Yes,Large Transactions,Yes
CUST2450,485284,UPI,Chennai,OnePlus 9,No,Large Transactions,Yes
CUST7973,231994,RTGS,Bangalore,Vivo X70,No,Normal,Yes
CUST6100,19117,Debit Card,Jaipur,Vivo X70,No,Normal,No
CUST6782,50673,Debit Card,Delhi,Samsung S22,No,Large Transactions,No
CUST2296,178558,IMPS,Mumbai,OnePlus 9,No,High Frequency,No
CUST3182,457593,NEFT,Bangalore,Vivo X70,Yes,High Frequency,Yes
CUST4112,79271,Debit Card,Delhi,Redmi Note 10,No,Normal,No
CUST9046,245124,NEFT,Kolkata,iPhone 13,Yes,Normal,Yes
CUST7669,180342,IMPS,Bangalore,iPhone 13,No,Normal,No
CUST7802,257447,UPI,Chennai,iPhone 13,No,High Frequency,Yes
CUST3856,48279,NEFT,Chennai,Redmi Note 10,Yes,Large Transactions,Yes
CUST6677,495246,IMPS,Patna,OnePlus 9,No,High Frequency,Yes
CUST4399,310535,UPI,Chennai,Samsung S22,Yes,Normal,Yes
CUST2813,351246,UPI,Chennai,Vivo X70,No,High Frequency,Yes
CUST6474,114411,Debit Card,Bangalore,iPhone 13,Yes,Normal,Yes
CUST5912,49803,Credit Card,Delhi,Vivo X70,No,High Frequency,No
CUST3071,497349,Credit Card,Jaipur,OnePlus 9,No,Normal,Yes
CUST8054,74513,NEFT,Mumbai,iPhone 13,No,High Frequency,No
CUST8056,393906,RTGS,Delhi,OnePlus 9,No,Large Transactions,Yes
CUST5425,93125,Credit Card,Jaipur,Redmi Note 10,Yes,High Frequency,Yes
CUST4024,242708,NEFT,Delhi,Vivo X70,No,Large Transactions,Yes
CUST4880,420281,UPI,Chennai,Redmi Note 10,No,Large Transactions,Yes
CUST4835,101015,Credit Card,Bangalore,Redmi Note 10,No,Large Transactions,No
CUST6234,158212,Debit Card,Bangalore,OnePlus 9,No,High Frequency,No
CUST7522,163048,Credit Card,Jaipur,Redmi Note 10,No,High Frequency,No
CUST2241,325892,Credit Card,Kolkata,Samsung S22,No,Normal,Yes
CUST1796,303280,Credit Card,Bangalore,Samsung S22,No,High Frequency,Yes
CUST4887,394701,Credit Card,Patna,iPhone 13,Yes,Large Transactions,Yes
CUST9277,119022,NEFT,Mumbai,iPhone 13,Yes,High Frequency,Yes
CUST1900,201503,IMPS,Mumbai,Samsung S22,No,Normal,Yes
CUST1076,6493,Debit Card,Bangalore,OnePlus 9,No,Large Transactions,No
CUST9285,393020,UPI,Kolkata,Samsung S22,No,Normal,Yes
CUST2911,179275,Credit Card,Bangalore,iPhone 13,No,High Frequency,No
CUST5443,170772,IMPS,Chennai,Redmi Note 10,No,Large Transactions,No
CUST6090,350916,UPI,Chennai,Vivo X70,No,Normal,Yes
CUST4379,89284,NEFT,Chennai,Redmi Note 10,No,High Frequency,No
CUST6666,331150,UPI,Chennai,OnePlus 9,Yes,High Frequency,Yes
CUST9637,221794,IMPS,Jaipur,iPhone 13,Yes,Normal,Yes
CUST2470,8421,UPI,Chennai,Vivo X70,Yes,Normal,Yes
CUST8204,205299,UPI,Mumbai,OnePlus 9,No,High Frequency,Yes
CUST3249,182269,Debit Card,Mumbai,Redmi Note 10,Yes,Normal,Yes
CUST9114,381522,Debit Card,Delhi,Vivo X70,Yes,Large Transactions,Yes
CUST2104,98360,NEFT,Bangalore,iPhone 13,No,High Frequency,No
CUST2138,6907,NEFT,Kolkata,Samsung S22,Yes,Large Transactions,Yes
CUST9854,269916,RTGS,Mumbai,Redmi Note 10,Yes,Large Transactions,Yes
CUST3423,228498,RTGS,Delhi,Redmi Note 10,No,Normal,Yes
CUST7147,263110,Credit Card,Delhi,Samsung S22,Yes,High Frequency,Yes
CUST1190,89509,UPI,Chennai,Vivo X70,No,Large Transactions,No
CUST8862,100720,RTGS,Mumbai,OnePlus 9,No,Normal,No
CUST6896,147684,Debit Card,Delhi,iPhone 13,No,High Frequency,No
CUST6078,280483,NEFT,Delhi,Vivo X70,Yes,Large Transactions,Yes
CUST8700,262418,RTGS,Bangalore,iPhone 13,Yes,Normal,Yes
CUST2236,262994,UPI,Mumbai,OnePlus 9,Yes,High Frequency,Yes
CUST3496,170974,IMPS,Jaipur,iPhone 13,Yes,Normal,Yes
CUST5828,35365,RTGS,Jaipur,Vivo X70,Yes,High Frequency,Yes
CUST8229,9349,IMPS,Delhi,OnePlus 9,No,High Frequency,No
CUST7164,38535,IMPS,Chennai,Vivo X70,No,High Frequency,No
CUST5172,133144,NEFT,Chennai,Samsung S22,No,Normal,No
CUST4490,87763,RTGS,Jaipur,iPhone 13,No,High Frequency,No
CUST1012,249870,Debit Card,Kolkata,Vivo X70,Yes,Normal,Yes
CUST8870,487865,IMPS,Bangalore,OnePlus 9,No,High Frequency,Yes
CUST3294,130977,UPI,Delhi,iPhone 13,No,High Frequency,No
CUST2396,165580,RTGS,Kolkata,Redmi Note 10,No,High Frequency,No
CUST1902,295518,UPI,Jaipur,Redmi Note 10,Yes,High Frequency,Yes
CUST5315,30630,Debit Card,Delhi,Samsung S22,Yes,High Frequency,Yes
CUST2584,376462,UPI,Jaipur,OnePlus 9,Yes,High Frequency,Yes
CUST9173,345269,NEFT,Bangalore,OnePlus 9,Yes,Large Transactions,Yes
CUST2974,197541,Debit Card,Chennai,Redmi Note 10,Yes,High Frequency,Yes
CUST6090,496313,Credit Card,Jaipur,iPhone 13,No,Normal,Yes
CUST5879,22723,RTGS,Kolkata,Samsung S22,Yes,Large Transactions,Yes
CUST4361,308394,UPI,Delhi,Vivo X70,Yes,Large Transactions,Yes
CUST1041,484232,RTGS,Delhi,Redmi Note 10,Yes,Large Transactions,Yes
CUST3549,325972,Debit Card,Patna,iPhone 13,No,Large Transactions,Yes
CUST1587,473375,Debit Card,Jaipur,Vivo X70,No,Normal,Yes
CUST5257,342567,RTGS,Chennai,iPhone 13,Yes,High Frequency,Yes
CUST5370,44222,NEFT,Delhi,Redmi Note 10,Yes,Normal,Yes
CUST1812,179232,UPI,Bangalore,Samsung S22,Yes,Large Transactions,Yes
CUST2695,294937,RTGS,Mumbai,iPhone 13,No,Normal,Yes
CUST9299,471921,Credit Card,Kolkata,Redmi Note 10,Yes,Large Transactions,Yes
CUST5343,178961,Debit Card,Mumbai,Redmi Note 10,No,Large Transactions,No
CUST7331,328616,RTGS,Patna,Samsung S22,Yes,Normal,Yes
CUST1400,356874,Credit Card,Mumbai,Redmi Note 10,Yes,Large Transactions,Yes
CUST4426,109934,UPI,Bangalore,Vivo X70,Yes,Large Transactions,Yes
CUST7905,209455,IMPS,Delhi,Vivo X70,No,Large Transactions,Yes
CUST3128,196159,NEFT,Kolkata,Vivo X70,Yes,Normal,Yes
CUST6903,251552,Debit Card,Kolkata,Redmi Note 10,Yes,High Frequency,Yes
CUST2985,188827,UPI,Kolkata,OnePlus 9,Yes,High Frequency,Yes
CUST9313,290427,RTGS,Kolkata,iPhone 13,Yes,High Frequency,Yes
CUST9339,155063,Debit Card,Chennai,Vivo X70,No,High Frequency,No
CUST2115,447277,Debit Card,Jaipur,Vivo X70,No,Normal,Yes
CUST7052,41702,NEFT,Patna,Redmi Note 10,Yes,Normal,Yes
CUST9093,386528,UPI,Delhi,OnePlus 9,Yes,Large Transactions,Yes
CUST6093,359925,IMPS,Delhi,Vivo X70,Yes,High Frequency,Yes
CUST6583,186691,RTGS,Bangalore,Vivo X70,No,Large Transactions,No
CUST1242,340697,Debit Card,Kolkata,Redmi Note 10,No,Normal,Yes
CUST2350,238316,RTGS,Kolkata,OnePlus 9,No,Normal,Yes
CUST2337,226065,IMPS,Kolkata,OnePlus 9,Yes,High Frequency,Yes
CUST8639,115844,Debit Card,Patna,Vivo X70,No,Normal,No
CUST3435,277165,RTGS,Bangalore,Vivo X70,No,High Frequency,Yes
CUST3762,326370,NEFT,Kolkata,Redmi Note 10,Yes,Normal,Yes
CUST3201,420847,Debit Card,Mumbai,iPhone 13,Yes,Normal,Yes
CUST9886,376423,NEFT,Jaipur,Vivo X70,Yes,Large Transactions,Yes
CUST7769,222554,RTGS,Kolkata,Vivo X70,No,Normal,Yes
CUST7208,120520,Debit Card,Delhi,Redmi Note 10,Yes,High Frequency,Yes
CUST9800,19776,IMPS,Jaipur,Samsung S22,Yes,Normal,Yes
CUST2131,433449,Debit Card,Delhi,Vivo X70,No,Large Transactions,Yes
CUST1000,170142,RTGS,Bangalore,Samsung S22,No,High Frequency,No
CUST3545,24464,Debit Card,Jaipur,Vivo X70,Yes,High Frequency,Yes
CUST2365,342266,NEFT,Kolkata,Samsung S22,No,Large Transactions,Yes
CUST8986,216586,UPI,Bangalore,Samsung S22,No,High Frequency,Yes
CUST2923,210434,UPI,Patna,Redmi Note 10,Yes,Large Transactions,Yes
CUST4572,240227,UPI,Jaipur,Redmi Note 10,No,Large Transactions,Yes
CUST7373,362496,RTGS,Delhi,Samsung S22,No,Large Transactions,Yes
CUST4518,44021,IMPS,Bangalore,OnePlus 9,Yes,Large Transactions,Yes
CUST1691,436887,Credit Card,Bangalore,Samsung S22,No,Normal,Yes
CUST8895,282333,UPI,Chennai,OnePlus 9,Yes,High Frequency,Yes
CUST3262,41055,NEFT,Mumbai,iPhone 13,Yes,High Frequency,Yes
CUST4222,258022,RTGS,Mumbai,Vivo X70,No,Large Transactions,Yes
CUST3332,90596,IMPS,Mumbai,Samsung S22,No,Large Transactions,No
CUST5570,147687,Credit Card,Patna,Vivo X70,Yes,Large Transactions,Yes
CUST9663,62974,Debit Card,Jaipur,Vivo X70,Yes,High Frequency,Yes
CUST4985,378019,UPI,Mumbai,Redmi Note 10,Yes,High Frequency,Yes
CUST7467,316229,UPI,Mumbai,Samsung S22,Yes,High Frequency,Yes
CUST6779,34196,Credit Card,Delhi,Vivo X70,No,High Frequency,No
CUST4172,130149,NEFT,Kolkata,Samsung S22,No,Large Transactions,No
CUST2323,450922,NEFT,Kolkata,OnePlus 9,Yes,Normal,Yes
CUST4437,303447,RTGS,Jaipur,OnePlus 9,No,High Frequency,Yes
CUST2293,13313,Credit Card,Chennai,iPhone 13,Yes,Large Transactions,Yes
CUST1324,369066,Credit Card,Jaipur,Vivo X70,No,High Frequency,Yes
CUST6668,19688,Credit Card,Patna,Vivo X70,Yes,High Frequency,Yes
CUST5320,250275,Debit Card,Kolkata,Samsung S22,No,High Frequency,Yes
CUST9025,296388,UPI,Mumbai,Redmi Note 10,No,Large Transactions,Yes
CUST6237,296444,IMPS,Delhi,Samsung S22,No,Normal,Yes
CUST1165,156186,Debit Card,Chennai,iPhone 13,Yes,High Frequency,Yes
CUST1666,91182,RTGS,Delhi,Redmi Note 10,No,High Frequency,No
CUST1432,133604,Debit Card,Delhi,Samsung S22,No,Large Transactions,No
CUST9555,259479,Debit Card,Delhi,Vivo X70,No,High Frequency,Yes
CUST5788,151040,NEFT,Delhi,Samsung S22,No,High Frequency,No
CUST5345,372203,RTGS,Delhi,Redmi Note 10,No,High Frequency,Yes
CUST9327,14280,Credit Card,Patna,Vivo X70,No,Normal,No
CUST9015,356893,IMPS,Mumbai,Samsung S22,Yes,High Frequency,Yes
CUST9654,402116,NEFT,Chennai,iPhone 13,Yes,Normal,Yes
CUST2086,439577,Debit Card,Patna,Vivo X70,Yes,High Frequency,Yes
CUST6559,387033,IMPS,Jaipur,iPhone 13,No,Large Transactions,Yes
CUST8096,350104,UPI,Patna,iPhone 13,Yes,Large Transactions,Yes
CUST7208,482322,NEFT,Kolkata,Redmi Note 10,Yes,High Frequency,Yes
CUST2317,431919,RTGS,Bangalore,Redmi Note 10,No,Normal,Yes
CUST8345,255286,Debit Card,Bangalore,Redmi Note 10,Yes,Normal,Yes
CUST1098,244481,IMPS,Chennai,Samsung S22,Yes,Large Transactions,Yes
CUST5043,386462,NEFT,Chennai,iPhone 13,No,Normal,Yes
CUST8878,451107,Debit Card,Mumbai,OnePlus 9,No,High Frequency,Yes
CUST1960,363584,UPI,Chennai,iPhone 13,No,Normal,Yes
CUST2204,324510,Credit Card,Chennai,OnePlus 9,Yes,High Frequency,Yes
CUST7184,397167,Credit Card,Patna,iPhone 13,Yes,Large Transactions,Yes
CUST5758,433264,Debit Card,Mumbai,iPhone 13,Yes,High Frequency,Yes
CUST8494,98626,UPI,Chennai,Samsung S22,No,Normal,No
CUST2028,72160,Debit Card,Bangalore,Redmi Note 10,Yes,Normal,Yes
CUST1499,494013,RTGS,Kolkata,Redmi Note 10,No,Large Transactions,Yes
CUST2174,53814,Credit Card,Jaipur,Samsung S22,No,Large Transactions,No
CUST1401,22931,IMPS,Kolkata,Redmi Note 10,No,Normal,No
CUST1666,414345,RTGS,Jaipur,Vivo X70,Yes,Large Transactions,Yes
CUST3720,212110,UPI,Jaipur,Vivo X70,Yes,Large Transactions,Yes
CUST1801,480193,NEFT,Jaipur,Vivo X70,No,High Frequency,Yes
CUST6227,33077,NEFT,Delhi,Samsung S22,Yes,High Frequency,Yes
CUST9658,114333,NEFT,Bangalore,iPhone 13,No,Normal,No
CUST4515,477052,NEFT,Patna,Vivo X70,Yes,Large Transactions,Yes
CUST7437,157921,Credit Card,Chennai,OnePlus 9,No,Normal,No
CUST6428,33423,NEFT,Patna,OnePlus 9,No,Normal,No
CUST9130,174183,Debit Card,Chennai,Redmi Note 10,Yes,Large Transactions,Yes
CUST4535,118151,NEFT,Chennai,Redmi Note 10,Yes,High Frequency,Yes
CUST2444,490350,RTGS,Jaipur,iPhone 13,Yes,Large Transactions,Yes
CUST5410,225618,Debit Card,Jaipur,Redmi Note 10,No,Normal,Yes
CUST1904,365629,Credit Card,Kolkata,OnePlus 9,No,Normal,Yes
CUST9890,192345,UPI,Mumbai,OnePlus 9,No,Large Transactions,No
CUST7264,410098,RTGS,Jaipur,Samsung S22,No,Large Transactions,Yes
CUST6597,340765,UPI,Chennai,Samsung S22,Yes,Large Transactions,Yes
CUST6665,445121,RTGS,Chennai,Redmi Note 10,Yes,Normal,Yes
CUST8343,407194,Debit Card,Mumbai,Vivo X70,No,Large Transactions,Yes
CUST6805,34030,NEFT,Delhi,Redmi Note 10,Yes,Large Transactions,Yes
CUST4658,380487,RTGS,Mumbai,Samsung S22,No,Normal,Yes
CUST2043,14120,Credit Card,Patna,OnePlus 9,No,Normal,No
CUST8712,394376,RTGS,Chennai,Samsung S22,No,Large Transactions,Yes
CUST9748,394501,Credit Card,Delhi,Samsung S22,Yes,Large Transactions,Yes
CUST1541,72571,RTGS,Chennai,Samsung S22,No,Large Transactions,No
CUST8046,135979,RTGS,Patna,Samsung S22,No,Large Transactions,No
CUST8438,187056,Debit Card,Kolkata,Vivo X70,No,Normal,No
CUST5942,455025,UPI,Jaipur,Redmi Note 10,No,High Frequency,Yes
CUST9778,43355,Debit Card,Kolkata,Samsung S22,Yes,Normal,Yes
CUST9760,123027,Debit Card,Jaipur,OnePlus 9,No,Large Transactions,No
CUST3448,351423,Credit Card,Mumbai,Vivo X70,No,Large Transactions,Yes
CUST4469,258941,IMPS,Jaipur,Vivo X70,No,High Frequency,Yes
CUST9999,147370,UPI,Jaipur,OnePlus 9,Yes,High Frequency,Yes
CUST4978,323274,IMPS,Bangalore,iPhone 13,No,High Frequency,Yes
CUST1921,251534,IMPS,Delhi,Vivo X70,No,Large Transactions,Yes
CUST8589,353341,NEFT,Patna,Vivo X70,No,Normal,Yes
CUST1345,64934,Credit Card,Patna,OnePlus 9,Yes,Normal,Yes
CUST3609,305171,RTGS,Bangalore,Redmi Note 10,Yes,Normal,Yes
CUST2303,208000,UPI,Chennai,iPhone 13,No,Normal,Yes
CUST8915,294582,UPI,Bangalore,OnePlus 9,No,Normal,Yes
CUST4612,276160,Debit Card,Bangalore,Redmi Note 10,No,High Frequency,Yes
CUST6275,352039,RTGS,Patna,Samsung S22,No,Normal,Yes
CUST5942,289628,NEFT,Bangalore,iPhone 13,No,High Frequency,Yes
CUST4196,255271,Debit Card,Delhi,Redmi Note 10,Yes,High Frequency,Yes
CUST2584,92369,RTGS,Kolkata,OnePlus 9,No,High Frequency,No
CUST8382,200921,Credit Card,Kolkata,Vivo X70,No,High Frequency,Yes
CUST2518,464860,Debit Card,Chennai,OnePlus 9,No,High Frequency,Yes
CUST8078,370155,UPI,Bangalore,Samsung S22,No,High Frequency,Yes
CUST9585,169565,IMPS,Kolkata,OnePlus 9,Yes,Large Transactions,Yes
CUST6338,233996,Credit Card,Mumbai,iPhone 13,No,High Frequency,Yes
CUST7359,78299,RTGS,Jaipur,OnePlus 9,No,Normal,No
CUST7764,271050,UPI,Delhi,Samsung S22,Yes,Large Transactions,Yes
CUST1506,259754,Debit Card,Chennai,Samsung S22,Yes,Normal,Yes
CUST5406,494499,UPI,Delhi,Samsung S22,No,Normal,Yes
CUST4587,464266,IMPS,Chennai,iPhone 13,Yes,High Frequency,Yes
CUST4459,57613,UPI,Delhi,iPhone 13,No,Normal,No
CUST9662,211917,RTGS,Delhi,Vivo X70,No,Large Transactions,Yes
CUST5982,260804,NEFT,Delhi,Redmi Note 10,No,Large Transactions,Yes
CUST9926,445919,Credit Card,Kolkata,Samsung S22,No,High Frequency,Yes
CUST2205,443587,IMPS,Kolkata,Redmi Note 10,No,High Frequency,Yes
CUST2022,232067,Credit Card,Mumbai,OnePlus 9,No,High Frequency,Yes
CUST5216,260414,Debit Card,Bangalore,Vivo X70,No,Normal,Yes
CUST5240,419729,IMPS,Delhi,Redmi Note 10,No,High Frequency,Yes
CUST9745,76712,Credit Card,Patna,iPhone 13,No,Normal,No
CUST7214,338219,Debit Card,Delhi,Vivo X70,No,Normal,Yes
CUST1277,488000,Credit Card,Delhi,OnePlus 9,Yes,Normal,Yes
